"pid","assessed_value"
2218,293744.5289
2219,317597.408576191
2220,351744.122733333
2221,275256.173448287
2222,449568.518733333
2223,45296.5867
2224,98478.3870222223
2225,1120581.24884444
2226,96526.0023510822
2227,425632.823966667
2228,103976.441095238
2229,271101.056321699
2230,161659.361838384
2231,305532.158785714
2232,302887.812652381
2233,192618.901061905
2234,726598.166
2235,334256.65044652
2236,555281.3187
2237,189250.653955556
2238,663773.521233333
2239,273523.743233333
2240,104851.406666667
2241,430457.318
2242,321153.1315
2243,864400.3344
2244,110948.354790476
2245,1393016.22726667
2246,180787.591443723
2247,555663.495666667
2248,77378.8708888889
2249,298660.844044445
2250,748749.163444445
2251,468114.425066667
2252,107363.562007504
2253,106318.308233333
2254,87248.8838410916
2255,318195.6318
2256,918746.5705
2257,63859.7055
2258,411309.582657143
2259,217751.387877778
2260,86953.0701161172
2261,291745.560661905
2262,320248.825546032
2263,283178.499561905
2264,1545941.06876667
2265,3268499.83823333
2266,135089.080861905
2267,58777.4968957672
2268,832264.793995238
2269,253108.166166667
2270,312894.220066667
2271,117833.36342381
2272,313308.103413187
2273,79713.364252381
2274,269294.1101
2275,337663.1709
2276,216996.300095815
2277,159171.361066667
2278,1938497.6841
2279,176752.656670707
2280,191852.508511111
2281,95928.6872523809
2282,1431392.1554
2283,766600.461723809
2284,314609.865733333
2285,577351.077433333
2286,90373.542836508
2287,389710.487566667
2288,53609.9282202703
2289,305776.569127273
2290,449400.253466667
2291,315504.131433333
2292,96906.1785253968
2293,181309.460271795
2294,318063.884433333
2295,287028.815471429
2296,396973.207180952
2297,213452.326344444
2298,275445.9219
2299,175015.360001221
2300,145476.956222222
2301,144157.167269231
2302,192970.794433333
2303,578750.836209524
2304,284889.13487619
2305,23823.0460705508
2306,575089.1916
2307,456561.442666667
2308,97229.805120202
2309,87923.4809382173
2310,647015.5868
2311,125931.803622222
2312,154561.715566667
2313,157645.952933333
2314,247172.100038828
2315,156333.695913409
2316,756262.9964
2317,204231.847386045
2318,228717.763985714
2319,299587.5043
2320,193869.013966667
2321,394540.650433333
2322,152891.4588
2323,481071.512533333
2324,228730.703966667
2325,132701.309266667
2326,148005.863384982
2327,103350.114342857
2328,151500.337438095
2329,382157.778868254
2330,651198.5235
2331,90587.4307800977
2332,341063.125433333
2333,152609.708233333
2334,1164378.02808889
2335,280512.919831746
2336,127886.8802
2337,367729.7075
2338,332094.147357143
2339,462071.200952381
2340,277856.428512699
2341,2504785.55357143
2342,287932.935366667
2343,294853.524466667
2344,476395.113177164
2345,298287.001742857
2346,145743.48312079
2347,219243.493241026
2348,450545.163533333
2349,122011.126266667
2350,157266.511604762
2351,220630.025933333
2352,97214.8505222223
2353,274165.760880952
2354,239289.15016811
2355,64423.8726111111
2356,184678.176449994
2357,187203.614895238
2358,189438.385916017
2359,367664.999309524
2360,145949.616051515
2361,281489.441057143
2362,220957.469811111
2363,760541.791609524
2364,67587.1328476191
2365,275584.053295238
2366,991840.162766667
2367,504241.1469
2368,163070.893663065
2369,593673.736361905
2370,154328.963883333
2371,199691.220445455
2372,167528.890066667
2373,32644.2088396825
2374,138900.983685714
2375,167887.287961905
2376,307715.6562
2377,108804.261133333
2378,263969.862590476
2379,1393486.58145556
2380,145191.963275124
2381,193276.493261905
2382,133880.530633333
2383,298179.744247619
2384,285785.345604762
2385,102758.105242857
2386,217451.562466667
2387,169293.531442424
2388,110640.047811111
2389,86131.2041857143
2390,95955.1188666667
2391,472182.063804762
2392,352360.069833333
2393,74765.4081333333
2394,339419.160533333
2395,357354.790440476
2396,370613.006566667
2397,255916.348012554
2398,298139.8352
2399,767698.676866666
2400,398543.267166667
2401,345887.02317619
2402,115548.118653014
2403,669183.391376984
2404,307735.021466667
2405,182879.683376923
2406,191507.932066667
2407,80877.9814333334
2408,1014646.32887576
2409,604921.817265945
2410,316502.71867619
2411,492003.960266667
2412,194213.299387302
2413,297148.4312
2414,402943.26090303
2415,395894.321866667
2416,214311.42381746
2417,94552.7187833333
2418,625065.905528572
2419,257369.5671
2420,469218.155733333
2421,368559.797694872
2422,427824.874895238
2423,225147.208176191
2424,277667.111566667
2425,355735.596892064
2426,484786.177366667
2427,347479.757566667
2428,405458.467255556
2429,334717.215366667
2430,521917.579488889
2431,305847.178580952
2432,172435.234611168
2433,409446.7209
2434,522346.306995238
2435,221832.990544444
2436,300973.219666667
2437,202650.326534998
2438,153971.277366667
2439,150628.074259661
2440,51624.7138242424
2441,105294.219833333
2442,199976.9157
2443,282413.4841
2444,117112.30155
2445,189024.827566667
2446,208958.019126984
2447,406193.960755556
2448,338899.845166667
2449,521634.967633333
2450,218947.538890476
2451,94808.9622033078
2452,768551.110233333
2453,211311.643306349
2454,175016.651599134
2455,278276.071866667
2456,593831.946633333
2457,175354.157626984
2458,167929.540987302
2459,196707.924666667
2460,180100.478933333
2461,394649.920336364
2462,186861.643627472
2463,172671.680444444
2464,374047.304907937
2465,153994.704533333
2466,103361.495409736
2467,280157.064833333
2468,395339.663034921
2469,250184.816761039
2470,368365.5176
2471,837617.0017
2472,126722.658745022
2473,203839.956833333
2474,207944.876566667
2475,493797.4061
2476,760123.597133333
2477,67101.8408041145
2478,360513.170279365
2479,81699.5874904762
2480,132207.443666667
2481,692894.199966667
2482,172381.541466667
2483,166413.311433333
2484,301992.694533333
2485,180403.965354137
2486,276807.613166667
2487,48537.7112769841
2488,169603.086788889
2489,283810.565866667
2490,144043.311453968
2491,883850.536795238
2492,58652.9052857143
2493,786008.0167
2494,452758.839766667
2495,524716.713233333
2496,617102.226097619
2497,346729.205266667
2498,299614.092633333
2499,704996.121624243
2500,120312.964357143
2501,57458.8926428571
2502,213418.033401754
2503,538565.267578788
2504,172170.114606349
2505,169242.774657143
2506,323532.474966667
2507,302803.924066667
2508,465424.9903
2509,208908.081866667
2510,182371.530287302
2511,310975.829090909
2512,158716.985614286
2513,848629.428266667
2514,229046.850733333
2515,332047.333816667
2516,143874.759266667
2517,92850.5100337662
2518,282698.406347619
2519,148316.631672619
2520,200172.051966667
2521,345553.314061905
2522,270093.643461905
2523,283430.541655556
2524,419901.6874
2525,151701.818452288
2526,207316.762047619
2527,61891.5996857143
2528,840541.406666667
2529,613573.211766666
2530,214746.322166667
2531,112846.553485714
2532,255661.386140476
2533,182985.719666667
2534,173978.406466667
2535,333028.161766667
2536,65974.7317238095
2537,533813.164623809
2538,397920.695331602
2539,139396.732711111
2540,444198.435904762
2541,434875.132822222
2542,154078.5542
2543,304547.6033
2544,423492.0085
2545,213146.424687879
2546,493125.212033333
2547,156318.1185
2548,109772.773090476
2549,301776.1829
2550,425495.3791
2551,919897.351522222
2552,262181.477666667
2553,310751.851360173
2554,601163.949992308
2555,249426.532961616
2556,307581.0042
2557,285854.472792064
2558,264284.54549648
2559,239408.6003
2560,239578.986366667
2561,136940.314752381
2562,128216.839566667
2563,323370.352533333
2564,1012821.41576667
2565,119423.234095238
2566,302898.842666667
2567,376589.902903174
2568,319918.242880952
2569,419828.93
2570,124435.014039316
2571,156769.545833333
2572,198826.831148485
2573,230348.6048
2574,207392.049333333
2575,333303.957978788
2576,131396.5977
2577,246765.356686957
2578,72061.514175641
2579,679325.3541
2580,302385.598485714
2581,245769.750566387
2582,387814.657332035
2583,355515.849433333
2584,147760.446866667
2585,87216.8220484849
2586,311757.345057143
2587,213392.799914286
2588,172678.077433333
2589,169932.58817619
2590,132365.444533333
2591,172103.988753114
2592,279638.879235287
2593,60798.3639
2594,94690.9107666667
2595,281013.635288889
2596,420273.1766
2597,289540.353212698
2598,202984.451114286
2599,266143.628991125
2600,433271.706961905
2601,246875.353066667
2602,508518.629905628
2603,320118.257133333
2604,260499.644521569
2605,189259.678713187
2606,221643.2903
2607,310141.21567619
2608,179509.245078788
2609,1015850.88676667
2610,218462.917092244
2611,911174.583733334
2612,362910.869408159
2613,420479.419133333
2614,1191232.73923333
2615,158756.20907619
2616,88279.3897031746
2617,175077.880755556
2618,279940.580030769
2619,301159.097983983
2620,167097.111169612
2621,81718.018627451
2622,333457.235433333
2623,150432.703533333
2624,55110.953147619
2625,266041.946188889
2626,189969.5968
2627,221727.573633333
2628,93063.4887333333
2629,284277.610633333
2630,296826.501966667
2631,239333.891918182
2632,285297.682888889
2633,107674.674122222
2634,140200.380029879
2635,581645.091266666
2636,354242.3642
2637,374779.138433333
2638,1217680.34923333
2639,408253.5635
2640,219754.100844444
2641,205176.061164502
2642,157766.874595238
2643,311132.622780952
2644,497716.208880952
2645,456249.13461746
2646,77282.0544897436
2647,85123.8231828572
2648,54787.8309333334
2649,460902.1821
2650,145792.7811
2651,294225.9452
2652,54894.9995648288
2653,155647.702055556
2654,740625.960487879
2655,293342.5364
2656,172075.049489058
2657,238526.077794872
2658,1450345.25273333
2659,235602.674804762
2660,202919.016
2661,113051.482790476
2662,172043.477146032
2663,231563.123766667
2664,1139443.9495
2665,178857.871080952
2666,273179.308154546
2667,400254.428395238
2668,197588.0235
2669,130418.307430736
2670,368244.65434899
2671,241105.835900144
2672,219856.196857143
2673,20482.0102425864
2674,50227.2213763126
2675,385642.916866667
2676,463281.819395238
2677,423514.445604762
2678,188116.298228571
2679,84159.9817757576
2680,135580.557533333
2681,147244.584803663
2682,162726.840886147
2683,165938.091490476
2684,372760.402
2685,205580.273833333
2686,314966.977533333
2687,171218.951452381
2688,535079.215316667
2689,532589.867723077
2690,618985.968666667
2691,283530.148833333
2692,138184.975943362
2693,242710.371133333
2694,201721.795238095
2695,258401.668433333
2696,246421.26776732
2697,85990.2582333334
2698,272471.007891919
2699,523732.804466667
2700,155453.384089394
2701,335515.665733333
2702,143741.56874127
2703,1168798.1386
2704,314716.917144589
2705,409892.144511111
2706,280598.487
2707,1302371.7211
2708,351339.391034403
2709,946103.7986
2710,85765.9368809524
2711,127957.391347619
2712,232909.872833333
2713,211044.382266667
2714,172471.7554
2715,993834.0243
2716,249289.2983
2717,340787.366733333
2718,306000.8517
2719,319821.576412698
2720,189139.4816
2721,160721.715885714
2722,246436.34509697
2723,76433.8529333333
2724,258186.046880952
2725,84339.8008290641
2726,699116.7791
2727,372205.130970448
2728,351239.255909524
2729,348103.708134921
2730,245689.608266667
2731,686265.040266667
2732,831371.464428572
2733,223922.846233333
2734,260222.85271746
2735,482479.084207937
2736,154122.823968182
2737,326218.097644444
2738,206388.103013206
2739,481775.210533333
2740,273971.066033333
2741,303470.587295238
2742,264608.383440616
2743,610650.669361905
2744,942958.5984
2745,288121.043964103
2746,302478.959785714
2747,97871.7598571429
2748,210584.701566667
2749,150795.136707504
2750,254601.954619048
2751,356840.871936364
2752,117092.3957
2753,365946.526333333
2754,385590.29485
2755,189282.9597
2756,224609.742833333
2757,338496.404590476
2758,230231.495
2759,247443.365557143
2760,1131023.06493333
2761,973313.388376191
2762,229807.340535598
2763,176585.104685057
2764,783312.458466667
2765,246250.233033333
2766,134773.338667821
2767,967415.737971795
2768,484631.560242857
2769,124732.884324908
2770,220182.964357143
2771,317046.557866667
2772,205790.600475111
2773,249861.987425397
2774,131363.746152381
2775,162314.697188889
2776,126195.943969048
2777,709818.133966667
2778,114740.635610256
2779,99986.1347333333
2780,2150324.26466667
2781,95479.7095333333
2782,462381.034575092
2783,131904.151662963
2784,122824.024333333
2785,356640.774895238
2786,327733.5034
2787,142310.97242634
2788,615972.4172
2789,112880.161771429
2790,196784.504398413
2791,144104.863516306
2792,120320.771538095
2793,201299.009466667
2794,87778.8056193362
2795,412447.426333333
2796,385658.881733333
2797,456232.2317
2798,116092.139257143
2799,150087.999714719
2800,294066.981133333
2801,66162.1544333333
2802,2189480.50526667
2803,614448.240833333
2804,390033.432166667
2805,221219.068521212
2806,244152.845308575
2807,348241.411314286
2808,1333890.27556667
2809,153136.110133333
2810,342821.983666667
2811,154189.349777778
2812,208809.7265
2813,326223.607685714
2814,159972.0219
2815,445878.976833333
2816,123127.079666667
2817,143866.449633333
2818,203631.553173016
2819,326984.929066667
2820,680488.560966667
2821,366371.490712821
2822,137522.783728571
2823,318122.419485714
2824,72737.561554584
2825,274787.155766667
2826,409863.12052381
2827,227012.966280952
2828,280443.82944596
2829,322018.2855
2830,145210.2332
2831,56330.4572149068
2832,186524.376873016
2833,427296.733704762
2834,143641.582266667
2835,122869.191401732
2836,543654.415866666
2837,216979.257490476
2838,228486.372990476
2839,358666.351066667
2840,147173.591079365
2841,232012.895151515
2842,397034.986833333
2843,1862943.89413333
2844,721187.6272
2845,371481.136716667
2846,589667.984433333
2847,141475.868874365
2848,54450.3121047619
2849,141661.449633333
2850,225715.112014286
2851,284273.776577289
2852,922454.506652381
2853,174119.723752381
2854,690800.661128571
2855,669356.520966667
2856,376444.415833333
2857,26891.456383662
2858,98618.50085
2859,138759.593466667
2860,320051.699620635
2861,146199.727266667
2862,201414.365797619
2863,384070.984233333
2864,508069.338733333
2865,163686.304619048
2866,417770.384833333
2867,991454.0188
2868,169233.31742381
2869,187496.418133333
2870,362238.042995238
2871,197917.65047619
2872,106511.630019048
2873,409843.537580952
2874,312263.872
2875,1203148.26703333
2876,284072.999285714
2877,569246.216133333
2878,185507.238033333
2879,171127.998614286
2880,576584.575766667
2881,83997.5148454546
2882,126613.897366667
2883,96176.0499333333
2884,377953.403666667
2885,354797.524033334
2886,53437.9807642135
2887,74765.4409333333
2888,601250.389933333
2889,216567.338111111
2890,117461.897304762
2891,98353.9998460317
2892,146410.4461
2893,402941.511833333
2894,307655.389902564
2895,163706.760828571
2896,378906.0057
2897,692326.965566667
2898,104592.849466667
2899,181630.423360606
2900,182432.276787302
2901,71647.7821045113
2902,192574.516130736
2903,290028.141833333
2904,360396.057666667
2905,226080.189755556
2906,358897.689790476
2907,82402.8955
2908,417958.844866667
2909,257588.212866667
2910,247062.527423377
2911,73962.4879444445
2912,140183.480853785
2913,1016564.65678571
2914,320406.676357143
2915,61374.4674807018
2916,356116.650529972
2917,302775.051388745
2918,176720.949338095
2919,542622.547485714
2920,241252.600466667
2921,225590.841242857
2922,51465.7258063492
2923,293883.408428571
2924,225003.327033333
2925,151134.894233333
2926,292615.9355
2927,234661.524647619
2928,196982.886364446
2929,341745.561706061
2930,418013.922133333
2931,79458.9632428571
2932,111117.0684
2933,253271.4072
2934,213374.50865891
2935,213128.592233333
2936,1150323.87503333
2937,147354.352396825
2938,328227.2538
2939,461867.681833333
2940,132900.6315
2941,161783.261014286
2942,200869.383260606
2943,123289.907861905
2944,283402.533266667
2945,94098.0952232212
2946,174081.967077778
2947,315598.289607692
2948,477222.886866667
2949,293079.108971429
2950,223372.543074636
2951,316849.017933333
2952,89510.0634273183
2953,1587179.31673333
2954,424029.750669697
2955,288487.7383
2956,887927.182533333
2957,101470.497966667
2958,148391.716080392
2959,107669.728280952
2960,119533.752566667
2961,1091512.6373
2962,465135.439260606
2963,926910.752047619
2964,85535.9045240403
2965,306346.284544444
2966,159703.027364213
2967,145099.497704365
2968,95093.7489666667
2969,266392.480733333
2970,382338.0933
2971,216618.654266667
2972,179989.916842857
2973,88743.6254508547
2974,156809.376233333
2975,536803.296233333
2976,563025.91932381
2977,239071.635557143
2978,627407.696466666
2979,122999.666455556
2980,324409.320507692
2981,736206.124066667
2982,74847.3956
2983,33718.1395846207
2984,382377.687266667
2985,74630.3665
2986,110126.660046753
2987,693771.072551282
2988,194380.292479487
2989,89248.7552666667
2990,318716.498207692
2991,257894.7414
2992,188653.402511111
2993,222810.960912121
2994,162957.879015152
2995,186116.3414
2996,122736.604833333
2997,687776.577171429
2998,100286.4953329
2999,385510.998028572
3000,45198.5817476191
3001,138126.543307936
3002,275896.483315152
3003,723723.466733333
3004,125245.91372381
3005,190591.826085714
3006,946821.054333334
3007,305002.963635098
3008,189379.204060606
3009,314026.2681
3010,232446.226049206
3011,73291.1462659452
3012,1286324.55854762
3013,333847.4066
3014,227950.837525397
3015,361896.060861539
3016,246222.075933333
3017,125135.669112698
3018,56388.0548807018
3019,51373.1444069264
3020,137505.804788634
3021,244598.769866667
3022,653315.551833333
3023,169350.8934
3024,220831.340833333
3025,262599.748323809
3026,80642.3821142857
3027,130377.445033333
3028,234891.6069
3029,241715.245338095
3030,705364.225966667
3031,353559.971960617
3032,255905.1592
3033,317464.616234943
3034,354959.6605
3035,145823.980668627
3036,163663.5599
3037,240321.615528571
3038,3050591.9868
3039,274562.894899944
3040,226948.129238095
3041,98144.3644807017
3042,198450.475233333
3043,263499.19477367
3044,836856.39727619
3045,567345.8479
3046,199186.527366667
3047,146392.734173389
3048,269271.153938095
3049,792516.840666667
3050,78207.835738282
3051,297268.673233333
3052,433182.681055556
3053,39799.6864638064
3054,257136.452947619
3055,348296.394833333
3056,300351.795166667
3057,219724.515633333
3058,1888156.84563333
3059,678265.716766667
3060,1113466.0711
3061,109290.674919048
3062,27424.778876912
3063,165155.8443
3064,69524.7836
3065,69200.6763603175
3066,1220778.83693333
3067,235958.402319048
3068,223631.7142
3069,64971.6014
3070,1770483.97743333
3071,403839.830228571
3072,940739.575633333
3073,454288.5015
3074,366867.294766667
3075,129824.009633333
3076,215625.459552381
3077,62700.2141333333
3078,81148.7807365079
3079,629705.881833333
3080,137608.584680952
3081,297134.999160317
3082,183112.736432035
3083,802750.840047619
3084,143637.712142857
3085,441516.999
3086,108899.84257619
3087,158149.427985531
3088,33390.961806166
3089,49510.2899090909
3090,111388.792235742
3091,64879.3646333334
3092,538515.656633333
3093,373291.2027
3094,273269.831472671
3095,336601.528409524
3096,447523.477433333
3097,387618.975966667
3098,142855.236233333
3099,363352.623166667
3100,44889.9053733964
3101,382092.679733333
3102,518259.739144444
3103,281489.31570583
3104,308678.073933333
3105,113454.877081818
3106,515721.472933333
3107,177478.2007
3108,67132.6452707792
3109,107946.441566667
3110,348093.974801587
3111,201063.996465079
3112,285683.020125541
3113,737523.178166667
3114,146484.778118391
3115,225636.697406249
3116,157682.375433333
3117,2482864.26663333
3118,164286.273942125
3119,281846.662590909
3120,579085.637483333
3121,308347.477810256
3122,167389.255093407
3123,870286.297633334
3124,248116.961966667
3125,270812.551586956
3126,570625.984642857
3127,440348.1116
3128,411033.520928572
3129,525382.502609524
3130,72984.6917014291
3131,2023159.08893333
3132,79933.7147904762
3133,204765.359083333
3134,369071.986
3135,178137.555150427
3136,95236.6276539682
3137,651849.054247619
3138,63909.8297969697
3139,256767.76765348
3140,341796.30898307
3141,74711.6908277778
3142,547672.840126984
3143,425691.7777
3144,460666.661433333
3145,312009.921233333
3146,57756.8873911789
3147,240664.882739394
3148,360486.815033333
3149,1484920.1391
3150,513858.7643
3151,80548.0585149054
3152,59953.2030380952
3153,465563.8105
3154,330445.674866667
3155,829083.999833333
3156,288394.579576923
3157,255935.490633333
3158,178429.930433333
3159,313335.0675
3160,299910.4616
3161,439969.704266667
3162,412632.583666667
3163,678339.537966667
3164,313467.179569188
3165,182677.012605916
3166,165497.745766667
3167,122668.374166667
3168,1450752.4687746
3169,114089.585866667
3170,73550.879075
3171,154861.162704762
3172,174768.5178
3173,293895.9418
3174,399700.7238
3175,98855.6801718854
3176,204549.219467949
3177,568973.9708
3178,163976.626947619
3179,92631.8204571428
3180,1552944.88196667
3181,180888.803559707
3182,617364.037053968
3183,145561.974957143
3184,259567.281004762
3185,225094.240666667
3186,160956.696533333
3187,184968.648104762
3188,146436.812837374
3189,266793.989785714
3190,193054.622702381
3191,81328.46650868
3192,441383.3831
3193,197434.216357143
3194,331554.860066667
3195,185855.779252381
3196,359940.273933333
3197,502911.475166667
3198,693398.2933
3199,375879.645457143
3200,90667.2242777777
3201,460809.061233333
3202,923606.622766666
3203,108781.28215
3204,178788.531997547
3205,983140.6262
3206,781058.905752381
3207,254477.263238572
3208,33147.9578666667
3209,329658.992766667
3210,122358.669335714
3211,201074.836666667
3212,816379.943933333
3213,467090.893266667
3214,259982.287846753
3215,1976959.73625556
3216,193102.11711464
3217,126636.201081818
3218,145419.025933333
3219,95236.2966238095
3220,501655.012133333
3221,125742.669179365
3222,157201.111571429
3223,310278.033666667
3224,187473.407740842
3225,208360.052609524
3226,262781.806722222
3227,134606.154966667
3228,251234.23689697
3229,78054.7813333333
3230,61175.5013424242
3231,231487.235366667
3232,273413.147830736
3233,135647.554866667
3234,166449.025628571
3235,280413.242733333
3236,271535.2569
3237,328270.154885714
3238,148422.227949206
3239,559666.626520513
3240,51668.3347333334
3241,567622.2919
3242,98969.4135848485
3243,371448.682833333
3244,81727.1610809524
3245,93589.3559600288
3246,46861.4350666667
3247,176331.091580952
3248,163892.227477965
3249,371298.415209524
3250,146338.119266667
3251,368275.533542063
3252,207565.938272294
3253,187216.253880952
3254,189863.4863
3255,247961.932699771
3256,909833.332533333
3257,385523.835647763
3258,322145.642623377
3259,421180.036430359
3260,80040.3281545122
3261,199393.519733333
3262,79497.1595646465
3263,754027.886933334
3264,146402.106495238
3265,554494.345905927
3266,230914.263504762
3267,104742.153680952
3268,314843.622753968
3269,156590.757886147
3270,97017.6597111111
3271,290446.673676923
3272,152409.221917316
3273,227802.0574
3274,257406.487771795
3275,62158.0510666667
3276,281840.821357143
3277,437159.694409524
3278,127768.470488889
3279,217970.186628572
3280,333579.590630159
3281,292607.452055556
3282,414891.725733333
3283,324990.1139
3284,345248.341495238
3285,155718.827654356
3286,455491.674233333
3287,837194.713042857
3288,163483.422144444
3289,331519.548666667
3290,564289.294895238
3291,257494.654609524
3292,198955.533789655
3293,54117.8037690009
3294,345205.057633333
3295,709154.878290476
3296,60952.5053
3297,2327464.55703333
3298,230194.975685714
3299,259390.487285714
3300,245117.1931
3301,464153.846466667
3302,315143.629418803
3303,417463.7385
3304,463244.748804762
3305,116119.313811111
3306,1675476.60423333
3307,137190.97315
3308,496313.849233333
3309,452692.319271429
3310,231016.864171921
3311,160913.615722222
3312,141137.680657143
3313,198018.015407936
3314,104165.817622222
3315,68201.3932
3316,312726.6402
3317,330356.364
3318,314228.565433333
3319,249476.773990476
3320,176952.094755556
3321,225792.027855556
3322,151159.4089
3323,1047930.8801
3324,823432.028380952
3325,440111.639172727
3326,163389.694366667
3327,49392.6232715183
3328,109120.522290476
3329,793409.340214286
3330,397619.559266667
3331,43117.3568913781
3332,167803.627033333
3333,172539.342544444
3334,431232.725533333
3335,206877.73452381
3336,90321.5278347985
3337,290404.401512698
3338,70330.0663
3339,467130.610173016
3340,190751.232365823
3341,195042.4849
3342,699206.466480952
3343,333207.296542857
3344,100887.014352381
3345,594824.839388828
3346,155906.776104762
3347,111185.819922222
3348,201257.616204762
3349,197217.133035714
3350,106294.774626316
3351,1357843.58613333
3352,424002.09452381
3353,552014.034542857
3354,748812.627266667
3355,94713.396
3356,270053.889117544
3357,127307.017966667
3358,209264.2692
3359,919202.652333333
3360,131115.132514286
3361,242729.616566667
3362,197049.674433333
3363,282611.903566667
3364,421366.274470588
3365,736375.228833333
3366,278338.426011111
3367,1010408.15126667
3368,210930.511842369
3369,198500.972699495
3370,240244.679866667
3371,415071.6158
3372,106891.290195238
3373,375485.28007834
3374,259854.544914006
3375,95999.5006333334
3376,334621.103466666
3377,146909.630576612
3378,279563.598334921
3379,71926.1814476191
3380,475063.0216
3381,81540.0858777777
3382,137456.984597436
3383,112470.346401058
3384,314891.451390476
3385,216653.001733333
3386,244007.8634
3387,380173.683533333
3388,756856.1678
3389,108421.231169841
3390,40370.2321683983
3391,310033.573933333
3392,361691.716728571
3393,639202.988485715
3394,181321.087086508
3395,715777.285979365
3396,93849.7110857143
3397,153306.608571429
3398,360024.188733333
3399,417994.477333333
3400,814570.4142
3401,180706.61367619
3402,75739.6698398268
3403,196327.733733333
3404,237553.93107619
3405,106642.986666667
3406,615209.4649
3407,360498.084642857
3408,1326966.41163333
3409,638751.154714286
3410,306816.244333333
3411,143157.105566667
3412,250992.700033333
3413,314657.261833333
3414,291660.8724
3415,555940.690236905
3416,262280.715068421
3417,361071.450577778
3418,445042.463245022
3419,744753.180433333
3420,92602.7923459765
3421,35586.8396444445
3422,411173.521333333
3423,187920.920961416
3424,617782.405833333
3425,584924.762
3426,168148.211704762
3427,554460.06987619
3428,427181.00648718
3429,640504.1934
3430,814701.2034
3431,295090.422590476
3432,217795.240028571
3433,87115.6069811391
3434,317480.9836
3435,416991.762776191
3436,85691.4925666667
3437,83023.3747142524
3438,318456.302466667
3439,192489.242466667
3440,94735.2943984127
3441,137432.1313
3442,371202.843266667
3443,225630.806471429
3444,60497.0171091575
3445,308503.947266667
3446,463687.474584058
3447,411288.3887
3448,341377.782633333
3449,336853.139066667
3450,176995.229447863
3451,243343.292766667
3452,247012.227561905
3453,368565.3004
3454,700188.429833334
3455,426119.561628571
3456,222186.645341414
3457,263785.770142857
3458,786419.699466667
3459,790776.594433333
3460,108838.9831
3461,386848.302395238
3462,66090.3018311612
3463,310660.704580952
3464,212975.388066667
3465,1168813.51444444
3466,256070.8787
3467,242023.487011111
3468,352685.655619048
3469,238334.901471429
3470,731296.956166666
3471,312793.696033333
3472,224637.1725
3473,298433.680674603
3474,71158.5096678571
3475,124326.130757143
3476,265868.686366667
3477,368111.362988889
3478,420385.052171429
3479,567431.6913
3480,312648.122147619
3481,428271.864966667
3482,435578.1795
3483,208952.485285714
3484,342921.0577
3485,242263.098557509
3486,214106.47681039
3487,307244.443683982
3488,379591.044952381
3489,205787.438666667
3490,222071.914104762
3491,995341.262333333
3492,37522.7149904762
3493,375448.484933333
3494,678400.559666667
3495,727531.810111111
3496,1380258.92053333
3497,75878.8695142857
3498,998419.233533333
3499,169355.942333333
3500,51767.4331444444
3501,153966.514711111
3502,213696.843333333
3503,125247.135072405
3504,390980.948142857
3505,121205.932693333
3506,484460.637616043
3507,482244.111942857
3508,297529.527466667
3509,214409.337928572
3510,507978.92918718
3511,560578.031033333
3512,162505.514133333
3513,56534.3072142857
3514,174397.2116
3515,41590.0803783702
3516,326567.30347619
3517,480748.815833333
3518,103828.695953247
3519,110700.040161905
3520,178835.63292684
3521,167227.208415873
3522,829131.572666667
3523,210925.4371
3524,136700.201766667
3525,631505.794155556
3526,181164.584595238
3527,238681.0185
3528,290192.7894
3529,78956.8573333333
3530,333215.072255555
3531,200217.317479198
3532,1032438.9621
3533,380178.533516667
3534,55353.0517471862
3535,323481.415833333
3536,267453.170654545
3537,60351.0126666667
3538,99147.5306
3539,137077.390519048
3540,473362.085666667
3541,341969.158533333
3542,458736.012633333
3543,280880.722060317
3544,285412.2655
3545,151347.891466667
3546,180817.041124618
3547,178202.443199343
3548,335450.899433333
3549,190989.33961574
3550,55384.5634047619
3551,359029.957418182
3552,360845.7668
3553,50409.8324
3554,853326.135693939
3555,423516.2174
3556,302160.2039
3557,1556918.82653333
3558,272385.351907143
3559,169077.060333333
3560,687613.012366667
3561,215778.77427619
3562,409436.834266667
3563,104068.624165079
3564,1572737.00036667
3565,167106.301322222
3566,272339.705906588
3567,1097625.48103333
3568,161022.540678571
3569,293642.450747619
3570,967928.290366666
3571,405268.166533333
3572,150068.179509524
3573,304106.046733333
3574,382213.0039
3575,238197.335071429
3576,1232167.78886667
3577,115399.428118182
3578,95180.8283206349
3579,115252.971726984
3580,34808.1599230952
3581,65589.3995904762
3582,318092.957782353
3583,194730.564233333
3584,116051.498138889
3585,203294.679192352
3586,137036.03917619
3587,474697.605009524
3588,382928.672433333
3589,202348.848223268
3590,207792.620731746
3591,511832.035851282
3592,231595.49640056
3593,122496.784471429
3594,143879.206597619
3595,251832.20855641
3596,189100.073833333
3597,406049.8113
3598,352105.076609524
3599,146341.818963292
3600,164007.150322511
3601,192330.02027595
3602,799647.506
3603,201174.409781746
3604,702683.682766667
3605,212603.280552292
3606,40506.4288666667
3607,405252.8836
3608,29075.057370202
3609,45242.7312040293
3610,539165.205266667
3611,527321.365209524
3612,272136.1394
3613,442033.431433333
3614,89117.7056876358
3615,113953.160123809
3616,65605.1408603175
3617,322534.517385714
