sale_price,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
640000,204,25,25102,401530,105530,NA,O,10296,45,NA,2,1,8,4,3,1,1,5,1,1,3,2,0,2,NA,2,2,3,2,1,2,0,2462,2,1,1,NA,NA,NA,GLENVIEW,60026,5278,0.6282682834406972,0.00227358848048503,0.3164077302008336,0.04490337248957939,0.0162940507768094,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT 30,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,6.984545454545454,84022,FALSE,TRUE,TRUE
222000,204,12,12010,178570,65010,NA,T,17336,25,NA,1,1,5,5,3,3,1,5,2,1,3,3,1,2,NA,2,2,6,1,1,2,0,2125,2,1,1,NA,NA,NA,HOMEWOOD,60430,3989,0.635246929054901,0.24241664577588368,0.0210579092504387,0.07570819754324393,0.05114063675106543,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,15.859,77608,FALSE,TRUE,TRUE
260000,211,71,71250,223070,62000,NA,W,6200,101,2,2,1,8,4,1,3,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,2374,2,2,2,3,NA,1,CHICAGO,60639,5145,0.06064139941690962,0.04956268221574344,0.00408163265306122,0.8857142857142857,0,14000,Chicago,0,0,1,0,0,0,LYON,STEINMETZ COLLEGE PREP HS,7.149,49091,FALSE,TRUE,TRUE
1215000,206,23,23141,795390,186000,NA,W,9300,108,NA,4,1,8,4,3,1,1,5,1,1,2,2,2,2,2,2,2,3,1,2,2,0,2670,1,1,2,1,NA,NA,WILMETTE,60091,3503,0.8526976876962603,0.00685127033970882,0.07622038252926064,0.03968027405081359,0.04910077076791321,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.754,194423,FALSE,TRUE,TRUE
339900,203,38,38081,220400,60720,NA,T,20240,57,NA,2,1,7,3,2,3,1,5,2,1,3,1,1,2,NA,2,2,3,2,1,2,0,1670,2,1,1,NA,NA,NA,PROSPECT HEIGHTS,60070,6430,0.8926905132192846,0.0104199066874028,0.05925349922239502,0.02939346811819595,0.01648522550544323,62016,Prospect Heights,0,0,1,0,0,0,SCHOOL DIST 23 PROSPECT HEIGHTS,ARLINGTON HTS TWNSHP H S 214,11.774,58212,FALSE,TRUE,TRUE
37300,203,37,37053,89700,18900,NA,O,5040,45,NA,2,1,6,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1243,2,1,1,NA,NA,NA,CALUMET CITY,60409,5886,0.08630648997621475,0.8309548080190282,0,0.07662249405368672,0.01223241590214067,10487,Calumet City,0,0,1,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,20.046,47423,FALSE,TRUE,TRUE
193000,203,31,31110,167650,33500,NA,T,6700,59,NA,2,1,6,3,1,3,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1474,2,1,1,NA,NA,NA,WESTCHESTER,60154,4492,0.39804096170970615,0.311219946571683,0.01602849510240427,0.2591273374888691,0.02938557435440783,80047,Westchester,0,0,4,1,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,10.32,70790,FALSE,TRUE,TRUE
40000,211,15,15065,59670,30810,NA,O,3625,109,2,1,1,10,3,2,3,2,2,2,0,1,2,0,NA,NA,2,2,3,1,2,2,0,1408,2,2,2,3,NA,1,CICERO,60804,4287,0.02192675530674131,0.05411709820387217,0.00233263354327035,0.9041287613715884,0.02285980872404945,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,17.119,42176,FALSE,TRUE,TRUE
454000,278,16,16010,355510,58390,NA,T,10617,40,NA,3,1,8,4,3,3,1,5,1,1,3,2,1,NA,NA,2,2,3,2,1,2,0,2593,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,3000,0.8076666666666666,0.02066666666666666,0.12933333333333333,0.03266666666666666,0.01933333333333333,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,9.201,71979,FALSE,TRUE,TRUE
70500,203,20,20030,123870,23250,NA,O,4650,79,NA,1,1,5,2,1,3,1,5,2,0,2,1,0,2,NA,2,2,2,1,2,2,0,1008,2,1,1,3,NA,NA,FRANKLIN PARK,60131,4596,0.5093559617058312,0.00630983463881636,0.0783289817232376,0.384029590948651,0.04395126196692776,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,13.237,65269,FALSE,TRUE,TRUE
107000,203,12,12082,91490,31630,NA,T,14059,58,NA,3,1,6,4,1,3,1,5,1,1,2,2,1,NA,NA,2,2,3,3,2,2,0,1499,2,1,1,3,NA,NA,CHICAGO HEIGHTS,60411,4223,0.2682926829268293,0.5292446128344779,0.00710395453469097,0.1311863604072934,0.12313521193464362,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.279,70313,FALSE,TRUE,TRUE
145000,203,70,70120,108790,29760,NA,W,3720,92,NA,2,1,7,4,1,3,2,5,1,0,1,2,0,2,2,2,2,7,NA,NA,NA,0,1441,2,1,5,1,NA,1,CHICAGO,60619,3213,0.00435729847494553,0.9607843137254902,0.01089324618736383,0.02396514161220043,0,14000,Chicago,0,0,1,0,0,0,PIRIE,HARLAN HS,6.867,30100,FALSE,FALSE,TRUE
352000,278,29,29033,338650,56920,NA,W,9900,47,NA,3,1,8,4,1,3,1,5,2,1,2,2,1,2,NA,2,2,3,1,1,2,0,2617,2,1,2,3,NA,NA,HOFFMAN ESTATES,60192,3805,0.8086727989487517,0,0.1340341655716163,0.0202365308804205,0.07411300919842313,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,11.647,123594,FALSE,TRUE,TRUE
385500,234,25,25052,335490,114080,NA,W,9920,53,NA,3,1,8,4,3,1,1,5,1,1,2,2,0,NA,NA,2,2,3,3,1,2,0,2021,2,1,4,3,NA,NA,NORTHBROOK,60062,5907,0.8324022346368715,0,0.13712544438801422,0.01574403250380904,0.02945657694261046,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,8.084,111912,FALSE,TRUE,TRUE
630000,206,21,21032,524040,48930,NA,W,6750,121,NA,4,1,9,5,1,3,1,5,2,2,2,2,1,2,2,2,2,3,1,2,2,234,2259,2,1,2,3,NA,NA,LA GRANGE,60525,5794,0.9366586123576112,0.00673110113910942,0.02140144977562996,0.01984811874352778,0.03072143596824301,40767,La Grange,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.924,175078,FALSE,TRUE,TRUE
365000,205,21,21166,380810,37500,NA,O,7500,102,NA,4,1,7,4,1,3,1,5,1,1,1,2,0,2,2,2,2,3,1,2,2,0,1612,2,1,2,3,NA,NA,LA GRANGE,60525,3751,0.9480138629698748,0.01146360970407891,0.0021327645961077,0.02985870434550786,0.01706211676886163,40767,La Grange,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,10.25,150273,FALSE,TRUE,TRUE
369999,205,11,11070,144860,76630,NA,W,7860,111,NA,1,1,9,5,1,1,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,2135,2,1,2,3,1,3,BERWYN,60402,8292,0.2575976845151954,0.01193921852387843,0.00410033767486734,0.7130969609261939,0.02653159671972986,05573,Berwyn,0,0,3,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.574,62167,FALSE,TRUE,TRUE
235000,278,32,32224,206680,59790,NA,W,12588,20,NA,1,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,3652,2,1,2,NA,NA,NA,HOMEWOOD,60430,6246,0.4546910022414345,0.48158821645853345,0.00624399615754082,0.04274735830931796,0.02705731668267691,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,16.319,106079,FALSE,TRUE,TRUE
104500,203,39,39040,52730,15620,NA,O,3125,71,NA,1,1,5,3,2,3,1,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1020,2,1,5,1,NA,1,OAK LAWN,60453,6372,0.75,0.03782172002510985,0.01365348399246704,0.1911487758945386,0.00737602008788449,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,10.688,41902,FALSE,TRUE,TRUE
363000,278,35,35012,257410,55240,NA,W,11631,27,NA,1,1,7,4,1,3,1,5,2,1,3,2,1,2,NA,2,2,3,1,1,1,0,2319,2,1,2,NA,NA,NA,SCHAUMBURG,60194,8128,0.3628198818897638,0.0655757874015748,0.35420767716535434,0.21296751968503935,0.00688976377952755,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.414,69365,FALSE,TRUE,TRUE
202000,203,39,39050,116930,45920,NA,W,8350,60,NA,2,1,5,3,4,3,1,5,2,0,3,1,0,NA,NA,2,2,1,2,1,2,0,1228,2,1,1,NA,NA,NA,OAK LAWN,60453,3978,0.7476118652589241,0.01935646053293112,0.00854700854700854,0.21568627450980393,0.01759678230266465,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,11.796,93723,FALSE,TRUE,TRUE
370000,278,29,29070,265870,45040,NA,T,10010,47,NA,3,1,7,3,3,1,1,5,1,1,3,2,1,2,NA,2,2,3,3,1,1,0,2061,2,1,2,NA,NA,NA,PALATINE,60067,4175,0.7693413173652695,0.02011976047904191,0.10347305389221556,0.0792814371257485,0.0555688622754491,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.291,69417,FALSE,TRUE,TRUE
346000,202,71,71200,157830,46870,NA,W,3750,93,NA,1,1,4,2,1,3,1,5,2,0,2,1,0,NA,NA,2,2,2,1,2,2,0,924,2,1,1,3,NA,1,CHICAGO,60634,3720,0.2884408602150538,0.02365591397849462,0.03548387096774193,0.6387096774193548,0.02096774193548387,14000,Chicago,0,0,1,0,0,0,"LOCKE, J",STEINMETZ COLLEGE PREP HS,7.27,58307,FALSE,TRUE,TRUE
185000,234,13,13100,145270,28470,NA,W,6700,41,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,NA,NA,2,2,3,1,2,2,0,984,2,1,4,NA,NA,NA,CRESTWOOD,60418,7035,0.83354655294953806,0.06865671641791045,0.0208955223880597,0.07690120824449183,0,17497,Crestwood,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,11.211,66027,FALSE,TRUE,TRUE
218000,206,70,70083,174240,56250,NA,W,6250,100,NA,2,1,8,4,1,3,2,2,2,0,2,2,1,2,1,2,2,3,2,2,2,0,2428,2,1,2,3,NA,NA,CHICAGO,60649,1920,0.04322916666666666,0.9161458333333332,5.208333333333333e-4,0.01979166666666666,0.040625,14000,Chicago,0,0,6,1,0,0,BOUCHET,CHICAGO VOCATIONAL HS,6.8184712871287125,30493,FALSE,TRUE,TRUE
173500,295,17,17140,135240,12820,NA,W,2138,62,NA,2,6,5,2,2,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,1140,2,1,2,NA,NA,NA,EVANSTON,60202,4341,0.3625892651462797,0.34876756507717116,0.01773784842202257,0.253167472932504,0.03178991015894955,24582,Evanston,0,0,6,1,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,9.884,76910,FALSE,FALSE,TRUE
219000,234,39,39010,151260,25120,NA,W,6700,56,NA,2,1,5,3,3,1,1,5,1,1,2,1,1,2,2,2,2,3,1,2,2,0,1169,1,1,4,3,NA,NA,OAK LAWN,60453,3978,0.7476118652589241,0.01935646053293112,0.00854700854700854,0.21568627450980393,0.01759678230266465,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,12.116,93723,FALSE,TRUE,TRUE
1825000,208,23,23080,1175480,377670,NA,W,22216,48,NA,2,1,10,5,3,3,1,5,1,2,3,3,0,2,2,2,2,4,3,1,1,0,4719,2,1,2,NA,NA,NA,WINNETKA,60093,5279,0.9143777230536086,0.00303087706004925,0.02292100776662246,0.03371850729304793,0.04110627012691797,82530,Winnetka,0,0,5,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.24,211042,TRUE,TRUE,TRUE
320000,234,21,21022,236000,47660,NA,T,6150,66,NA,3,1,6,3,3,1,1,5,2,0,1,1,1,NA,NA,2,2,1,2,1,2,0,899,2,1,4,1,NA,NA,LA GRANGE,60525,3751,0.9480138629698748,0.01146360970407891,0.0021327645961077,0.02985870434550786,0.01706211676886163,40767,La Grange,0,0,6,1,0,0,SCHOOL DISTRICT  105,LYONS TOWNSHIP HIGH SCHOOL  204,8.538,150273,FALSE,TRUE,TRUE
464500,278,29,29032,331790,60780,NA,W,10572,34,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,1,1,1,0,2831,2,1,2,NA,NA,NA,ROLLING MEADOWS,60008,7183,0.7940971738827788,0.01127662536544619,0.14478630098844494,0.03703188082973688,0.02561603786718641,65338,Rolling Meadows,0,0,5,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,11.047,132222,FALSE,TRUE,TRUE
73000,202,31,31010,79770,41270,NA,O,11792,65,NA,1,1,7,3,4,3,1,5,2,0,2,1,1,NA,NA,2,2,3,1,1,2,0,720,2,1,5,3,NA,NA,NORTHLAKE,60164,2821,0.1662531017369727,0.07904998227578873,0.0163062743707905,0.7334278624601205,0.00815313718539525,53871,Northlake,0,1,1,0,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,12.327,48381,FALSE,TRUE,TRUE
158000,204,36,36060,116810,47630,NA,W,13609,63,NA,1,1,10,5,2,3,1,2,2,1,3,1,1,NA,NA,2,2,3,1,2,2,0,2146,2,1,1,NA,NA,NA,BURBANK,60459,4270,0.6618266978922717,0.01967213114754098,0.01053864168618267,0.2756440281030445,0.06299765807962529,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,11.292,63388,FALSE,TRUE,TRUE
747283,204,10,10024,575080,24350,NA,W,8856,1,NA,3,1,6,3,1,3,1,5,1,0,2,2,1,2,2,2,2,3,3,1,2,0,2420,2,1,1,3,NA,NA,SOUTH BARRINGTON,60010,8784,0.6693989071038251,0.01434426229508196,0.2575136612021858,0.03483606557377049,0.02959927140255009,70564,South Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,9.071,148670,FALSE,TRUE,TRUE
422500,203,71,71461,287610,82800,NA,T,6900,64,NA,2,1,7,4,1,1,1,2,1,1,3,1,1,2,2,2,2,1,2,1,2,0,1374,2,1,1,NA,NA,1,CHICAGO,60646,4102,0.870794734275963,0.00170648464163822,0.02389078498293515,0.08654314968308142,0.0341296928327645,14000,Chicago,0,0,1,0,0,0,WILDWOOD,TAFT HS,6.808,133622,FALSE,TRUE,TRUE
356352,234,21,21013,310840,59940,VG,T,10425,40,NA,2,6,7,3,3,1,1,5,1,1,3,2,0,2,NA,2,2,3,2,1,2,0,1336,2,1,4,NA,NA,NA,WESTERN SPRINGS,60558,5576,0.9036944045911048,0.01398852223816355,0.00914634146341463,0.05523672883787661,0.03586800573888091,80242,Western Springs,0,0,1,0,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,8.613,162765,FALSE,TRUE,TRUE
127000,204,37,37150,118170,28590,NA,W,7149,23,NA,3,1,6,3,3,1,1,5,1,0,3,2,0,2,2,2,2,3,2,1,2,0,1841,2,1,1,NA,NA,NA,SOUTH HOLLAND,60473,3439,0.10700785111951149,0.8517010758941552,0.00261703983716196,0.03867403314917127,0,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,17.907,67319,FALSE,TRUE,TRUE
340000,278,28,28011,272870,45000,NA,T,10000,25,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,2600,2,1,2,NA,NA,NA,ORLAND PARK,60467,7005,0.7143468950749464,0.02469664525339043,0.15517487508922198,0.08408279800142755,0.03611705924339757,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,8.958,95668,FALSE,TRUE,TRUE
340000,203,71,71090,202790,54370,NA,W,3750,94,NA,2,1,5,2,1,1,2,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1096,2,1,1,3,NA,NA,CHICAGO,60634,3599,0.6976938038343985,0.01472631286468463,0.03778827452070019,0.24367879966657405,0.00805779383161989,14000,Chicago,0,0,1,0,0,1,SMYSER,TAFT HS,6.786,76017,FALSE,TRUE,TRUE
18000,203,37,37070,23260,8870,NA,O,3550,71,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1122,2,1,1,NA,NA,NA,HARVEY,60426,1851,0.00378173960021609,0.7531064289573204,0,0.23933009184224743,0.00756347920043219,33383,Harvey,0,1,5,1,0,0,SCHOOL DISTRICT  147,THORNTON TOWNSHIP HIGH SCHOOL  205,25.775,25296,FALSE,TRUE,TRUE
275000,203,35,35170,158440,51530,NA,W,10850,55,NA,3,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,4,1,2,2,0,1073,2,1,1,NA,NA,NA,HOFFMAN ESTATES,60169,3227,0.6780291292221878,0,0.15990083669042454,0.12240471025720484,0.07499225286643942,35411,Hoffman Estates,0,0,5,-1,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.628,76959,FALSE,TRUE,TRUE
30000,202,37,37130,62330,12100,NA,W,4840,60,NA,1,1,5,2,1,1,1,5,2,1,3,1,0,2,NA,2,2,3,1,2,2,0,948,2,1,1,NA,NA,NA,HAZEL CREST,60429,2876,0.12273991655076497,0.7280945757997218,0.00556328233657858,0.13212795549374132,0.02016689847009735,33695,Hazel Crest,0,0,6,1,0,0,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,23.758,36657,FALSE,TRUE,TRUE
165000,203,72,72380,80060,28120,NA,T,3125,44,NA,2,1,5,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1120,2,1,1,NA,NA,NA,CHICAGO,60638,5886,0.4712878015630309,0.02446483180428134,0,0.49864084267753994,0.01121304791029561,14000,Chicago,0,0,6,1,0,0,BYRNE,KENNEDY HS,6.861,70102,FALSE,TRUE,TRUE
157000,203,36,36041,69070,66270,NA,W,13254,67,NA,1,1,5,3,4,3,1,5,2,0,2,1,1,NA,NA,2,2,4,1,1,2,0,1008,2,1,5,1,NA,1,BURBANK,60459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.569,NA,FALSE,TRUE,TRUE
450000,278,29,29084,393010,62000,NA,T,11274,39,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,4,1,1,1,857,2738,1,1,2,NA,NA,NA,PALATINE,60067,7183,0.7940971738827788,0.01127662536544619,0.14478630098844494,0.03703188082973688,0.02561603786718641,57225,Palatine,0,0,3,1,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.291,132222,FALSE,TRUE,TRUE
271700,234,22,22040,166930,53500,NA,W,9728,57,NA,3,1,5,2,3,1,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1100,2,1,4,NA,NA,NA,DES PLAINES,60018,3717,0.5547484530535378,0.0072639225181598,0.10734463276836158,0.288135593220339,0.08501479687920366,19642,Des Plaines,1,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,11.329,82708,FALSE,TRUE,TRUE
460000,203,22,22085,185070,53750,NA,W,6936,65,NA,3,1,6,3,3,3,1,2,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,1189,2,1,1,NA,NA,NA,GLENVIEW,60025,4378,0.7800365463682046,0.00753768844221105,0.11717679305619004,0.07035175879396985,0.04636820465966194,29938,Glenview,0,0,1,0,0,1,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.658,83894,FALSE,FALSE,TRUE
440000,205,71,71071,321800,45720,NA,W,3810,94,NA,2,1,6,3,1,3,1,5,2,0,1,1,1,2,2,2,2,3,1,2,2,0,2079,2,1,2,1,NA,NA,CHICAGO,60630,6011,0.4886042255864249,0.00415904175677923,0.18100149725503245,0.29229745466644486,0.06371651971385793,14000,Chicago,0,0,1,0,0,0,PALMER,TAFT HS,6.833,70682,FALSE,TRUE,TRUE
645000,204,25,25200,599580,223200,NA,W,28800,37,NA,3,1,9,4,3,3,1,5,1,1,2,3,1,2,2,2,2,3,3,1,2,0,3599,2,1,5,1,NA,NA,NORTHFIELD,60093,5742,0.8650296064089168,0,0.1250435388366423,0.00731452455590386,0.00522466039707419,53663,Northfield,0,0,1,0,0,0,SCHOOL DISTRICT 29,NEW TRIER TOWNSHIP HIGH SCHOOL  203,6.976,140789,FALSE,TRUE,TRUE
262500,205,22,22080,186150,35580,NA,W,6188,69,NA,3,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1170,2,1,2,NA,NA,NA,NILES,60714,5040,0.7507936507936508,0.0246031746031746,0.14662698412698413,0.06805555555555555,0.01964285714285714,53000,Niles,0,0,4,1,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,9.522,71044,FALSE,TRUE,TRUE
245000,234,28,28045,193600,36450,GD,W,8100,40,NA,3,1,6,3,3,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,1340,2,1,4,NA,NA,NA,TINLEY PARK,60487,9619,0.8735835325917455,0.01060401289115292,0.04678240981390997,0.05832207090134109,0.021415947603701,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.848,97899,FALSE,TRUE,TRUE
825000,278,73,73011,557540,150000,NA,W,3750,15,NA,1,1,8,3,1,1,1,5,1,2,3,2,1,2,2,2,2,3,1,2,2,0,2052,2,1,2,NA,NA,NA,CHICAGO,60660,2582,0.5236250968241674,0.03679318357862122,0.06467854376452363,0.3222308288148722,0.09488768396591787,14000,Chicago,0,0,1,0,0,1,PEIRCE,SENN HS,7.266,50781,FALSE,TRUE,TRUE
61000,202,72,72380,109280,32130,NA,O,3780,85,NA,1,1,6,2,3,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,986,2,1,1,3,NA,NA,CHICAGO,60638,7157,0.3317032276093335,0.00880257090959899,0,0.650551907223697,0.01089842112617018,14000,Chicago,0,0,1,0,0,0,HALE,KENNEDY HS,6.887,68397,FALSE,TRUE,TRUE
210000,234,13,13210,155500,29920,NA,W,7980,54,NA,3,1,6,3,3,1,1,5,2,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1200,2,1,4,3,NA,NA,TINLEY PARK,60477,5099,0.8115316728770348,0.0539321435575603,0.01941557168072171,0.11512061188468328,0,75484,Tinley Park,0,0,2,1,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,13.216,63191,FALSE,TRUE,TRUE
545000,211,73,73070,51820,193440,NA,T,3720,96,2,2,6,10,4,1,3,2,5,2,0,3,2,0,2,2,2,2,1,2,2,2,0,2488,2,2,2,NA,NA,1,CHICAGO,60618,6069,0.834733893557423,0.00576701268742791,0.02850551985500082,0.07546548030977096,0.11105618718075463,14000,Chicago,0,0,6,1,0,1,BELL,LAKE VIEW HS,6.786,133845,FALSE,TRUE,TRUE
185000,205,31,31110,152950,31250,NA,W,6250,66,NA,2,1,6,4,3,1,1,5,2,0,3,1,1,NA,NA,2,2,1,2,1,2,0,1421,2,1,2,NA,NA,1,WESTCHESTER,60154,4492,0.39804096170970615,0.311219946571683,0.01602849510240427,0.2591273374888691,0.02938557435440783,80047,Westchester,0,0,4,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.443,70790,FALSE,TRUE,TRUE
160000,203,39,39050,150080,39180,NA,W,7125,62,NA,2,1,6,3,1,1,1,5,1,0,3,1,1,NA,NA,2,2,1,2,1,2,0,1381,2,1,1,NA,NA,NA,OAK LAWN,60453,4265,0.7570926143024619,0.03423212192262603,0.00328253223915592,0.19835873388042205,0.01406799531066823,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,11.796,70030,FALSE,TRUE,TRUE
155000,203,39,39211,117810,26050,NA,W,6948,48,NA,3,1,4,4,2,3,1,5,1,1,3,1,0,2,2,2,2,7,NA,NA,NA,0,1596,2,1,1,NA,NA,NA,ALSIP,60803,4311,0.6112270934817907,0.1336116910229645,0.00139178844815588,0.24031547204824863,0.02690790999768035,01010,Alsip,0,0,3,0,0,0,SCHOOL DISTRICT  126,COMMUNITY HIGH SCHOOL  218,14.413,63065,FALSE,FALSE,TRUE
222000,234,29,29080,175110,25200,NA,T,8400,54,NA,3,1,6,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,1,1,1,2,0,1186,2,1,4,NA,NA,NA,PALATINE,60067,6130,0.7768352365415987,0.00505709624796084,0.11745513866231648,0.06492659053833605,0.06737357259380097,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,11.11,90685,FALSE,TRUE,TRUE
842500,208,10,10031,703410,161300,NA,T,58656,30,NA,2,4,10,4,1,3,1,5,1,3,3,3,1,2,NA,1,2,6,2,1,1,0,4808,2,1,2,NA,NA,NA,SOUTH BARRINGTON,60010,8784,0.6693989071038251,0.01434426229508196,0.2575136612021858,0.03483606557377049,0.02959927140255009,70564,South Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.153,148670,TRUE,TRUE,TRUE
